CONTROLN,HIT,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,LONGEVITY,AGE,RAMNTALL,NGIFTALL,AVGGIFT,PROP_RESP_CARDPROM,HHAGE3,HV2,HVP4,IC5,EC4
3719,0,1,35,46,24,12,5,4,179,66.0,10.43,1.9,5.4894736842,0.16666666666666666,14,1334,88,16518,27
3722,0,0,15,28,33,4,0,1,179,49.0,3.17,3.1,1.0225806452000001,0.20588235294117646,9,2029,99,13303,27
3729,0,0,0,0,0,0,0,0,179,49.0,3.58,4.0,0.8949999999999999,0.5,9,2038,99,18358,26
3735,0,16,36,65,15,2,2,12,155,83.0,4.3,0.9,4.7777777778,0.19047619047619047,14,947,25,17220,34
3736,0,0,24,23,24,6,0,3,167,70.0,7.46,1.2,6.2166666667,0.17142857142857143,18,1971,98,12164,30
3738,2,0,15,44,18,15,21,2,143,49.0,4.5,0.6,7.5,0.12,18,691,29,14309,24
3739,0,0,20,35,16,0,0,3,155,49.0,28.37,1.3,21.823076923,0.10344827586206896,7,267,3,5358,33
3742,5,0,31,50,24,2,8,2,179,77.0,4.46,3.0,1.4866666667000001,0.24324324324324326,26,1401,99,31138,9
3744,0,0,0,0,0,0,0,0,167,49.0,4.43,2.9,1.5275862069000001,0.3939393939393939,26,1021,74,23348,19
3746,1,4,33,58,12,15,3,3,179,58.0,3.1,3.2,0.96875,0.3939393939393939,6,1726,99,17990,17
3787,3,4,42,31,41,5,6,3,167,6.0,1.71,1.9,0.9,0.21875,24,758,43,17590,35
3794,28,11,46,11,65,11,1,20,143,69.0,3.11,1.5,2.0733333333,0.3548387096774194,60,1103,91,14999,30
3799,0,0,30,11,78,4,0,5,83,65.0,4.34,4.4,0.9863636363599999,0.2222222222222222,10,2176,99,17921,32
3800,0,15,30,45,21,1,0,41,179,83.0,1.97,3.0,0.65666666667,0.43333333333333335,4,650,21,12919,27
3829,0,0,0,0,0,0,0,0,179,80.0,2.72,4.0,0.6799999999999999,0.40476190476190477,37,618,13,12808,39
3837,0,0,49,16,59,6,5,1,167,27.0,3.34,2.7,1.237037037,0.375,45,594,23,10193,34
3838,0,0,21,38,24,8,1,4,143,49.0,11.47,1.4,8.1928571429,0.13793103448275862,37,318,4,10099,40
3844,0,0,0,0,0,0,0,0,179,71.0,4.02,2.6,1.5461538462,0.1875,29,0,0,8582,35
3848,10,0,25,6,71,8,17,2,179,78.0,3.16,2.2,1.4363636364,0.2413793103448276,25,724,35,15059,32
3859,19,0,32,32,35,5,3,4,179,7.0,6.59,4.6,1.4326086957000002,0.5609756097560976,27,1604,98,19102,30
3865,0,0,27,22,38,7,12,1,131,17.0,2.5,1.3,1.9230769231,0.20833333333333334,36,352,6,11532,40
3872,9,0,13,37,22,8,2,5,179,67.0,1.58,3.0,0.52666666667,0.36363636363636365,14,1940,96,9346,30
3873,7,2,31,19,32,8,8,3,155,74.0,5.55,2.6,2.1346153846,0.38235294117647056,25,606,19,13535,32
3878,6,0,36,7,78,2,1,1,131,67.0,2.87,2.0,1.435,0.46153846153846156,80,1315,72,20808,39
3881,26,0,26,30,39,11,5,1,179,49.0,2.54,4.7,0.54042553191,0.45454545454545453,27,2205,99,29161,9
3885,4,0,29,32,33,8,0,6,179,86.0,7.21,3.5,2.06,0.4411764705882353,25,257,2,7859,30
3891,0,7,18,53,0,0,18,0,179,82.0,3.45,1.8,1.9166666667,0.2727272727272727,19,389,15,9043,45
3894,0,0,36,30,41,6,2,0,167,7.0,1.22,1.7,0.7176470588200001,0.3448275862068966,19,4221,99,26185,10
3905,0,0,34,27,13,1,4,2,179,85.0,1.28,3.5,0.36571428571000003,0.6764705882352942,9,1411,90,15710,30
3908,0,0,28,28,52,18,2,1,179,74.0,7.27,7.3,0.9958904109600001,0.7647058823529411,25,950,80,12389,33
3909,0,0,0,0,0,0,0,0,179,82.0,2.84,2.4,1.1833333332999998,0.28125,0,0,0,0,0
3918,28,0,31,11,53,3,2,0,179,68.0,3.33,2.6,1.2807692308,0.4375,27,5843,99,87490,15
3935,0,0,28,20,49,4,0,0,179,49.0,2.71,5.6,0.48392857143,0.6,27,474,10,11161,39
3936,0,0,49,31,47,6,6,6,167,83.0,3.23,3.0,1.0766666667,0.35714285714285715,61,1623,80,14069,43
3952,13,0,36,23,33,5,1,1,179,49.0,4.52,4.4,1.0272727273,0.6176470588235294,16,3304,99,29540,22
3957,8,0,42,16,44,13,2,3,155,74.0,2.72,2.3,1.1826086957000002,0.43333333333333335,28,826,45,10992,36
3958,24,23,40,47,18,11,3,12,179,82.0,4.47,6.6,0.67727272727,0.7941176470588235,11,1087,78,21500,17
3962,1,0,29,57,21,4,10,3,179,57.0,2.78,1.6,1.7375,0.2903225806451613,12,1150,82,19618,18
3964,4,0,0,0,0,0,0,0,131,49.0,15.51,3.3,4.7,0.2962962962962963,24,963,75,14096,29
3965,25,1,27,16,52,7,6,1,179,49.0,4.18,1.3,3.2153846154,0.13157894736842105,23,4442,99,70215,1
3967,20,0,40,39,39,2,18,4,83,59.0,1.45,0.3,4.8333333333,0.07142857142857142,39,4878,99,32546,10
3974,2,17,29,20,43,9,8,14,167,67.0,2.92,2.8,1.0428571429,0.3055555555555556,20,660,24,12772,27
3978,0,0,32,18,35,6,0,1,167,65.0,15.64,3.5,4.468571428600001,0.4411764705882353,18,3428,99,36079,18
3979,3,2,33,46,40,8,4,1,179,49.0,5.2,1.8,2.8888888889,0.24324324324324326,20,630,25,14237,46
3990,31,0,0,0,0,0,0,0,179,80.0,4.06,3.7,1.0972972973,0.30303030303030304,22,1335,97,25174,15
3994,0,1,33,56,18,5,2,1,155,47.0,4.69,2.3,2.0391304347999997,0.3225806451612903,6,1900,99,28525,9
3998,8,0,37,41,18,5,1,2,179,17.0,5.21,3.3,1.5787878787999998,0.4,12,406,5,9536,48
4000,14,0,29,68,17,3,2,4,179,65.0,3.63,6.0,0.605,0.75,10,1414,82,33014,15
4005,0,0,29,47,14,0,6,6,155,57.0,3.5,0.9,3.8888888889,0.2222222222222222,19,695,31,13081,35
4011,0,0,41,26,47,4,5,2,155,42.0,13.91,3.3,4.2151515152,0.6956521739130435,38,1051,53,30040,17
4015,1,5,37,43,20,9,2,13,167,83.0,1.895,3.3,0.57424242424,0.46153846153846156,17,1422,97,15042,28
4016,5,1,25,53,15,3,0,0,143,7.0,3.75,1.6,2.34375,0.24,38,2646,96,32768,14
4026,0,0,37,18,64,13,10,1,179,68.0,2.03,6.3,0.32222222222,0.8285714285714286,36,904,50,20264,18
4028,2,1,26,47,21,3,0,1,155,49.0,12.1,2.3,5.2608695652,0.24242424242424243,11,1219,98,17408,24
4030,28,0,0,0,0,0,0,0,71,73.0,1.54,0.6,2.5666666666999998,0.14285714285714285,6,1565,93,7632,23
4032,1,0,32,20,32,7,4,0,119,49.0,6.415,0.7,9.164285714299998,0.18181818181818182,22,4372,99,38588,16
4055,0,0,41,27,54,5,11,0,71,46.0,1.32,1.3,1.0153846154,0.7142857142857143,35,1342,99,28285,9
4073,26,0,36,28,26,15,2,2,155,82.0,3.27,3.5,0.93428571429,0.43333333333333335,23,1022,82,13854,24
4075,0,3,29,27,21,8,0,7,179,74.0,3.61,4.6,0.7847826086999999,0.6176470588235294,5,2208,99,27538,16
4077,0,0,0,0,0,0,0,0,179,49.0,5.2,3.3,1.5757575758,0.53125,18,773,35,10016,34
4082,12,0,24,14,54,6,2,4,131,38.0,7.07,2.7,2.6185185185,0.32142857142857145,32,2031,94,14876,31
4087,33,6,36,61,13,10,5,4,155,27.0,7.2,3.5,2.0571428570999997,0.26666666666666666,15,663,25,11918,40
4092,5,1,33,51,24,8,12,5,83,30.0,2.14,0.7,3.0571428570999997,0.058823529411764705,23,937,74,14996,15
4095,4,0,32,57,19,8,4,8,167,84.0,3.74,2.7,1.3851851852000001,0.23333333333333334,14,905,57,13295,22
4097,240,0,35,30,53,5,5,4,143,7.0,1.55,2.8,0.55357142857,0.6153846153846154,33,337,4,6842,27
4103,0,0,42,18,66,9,0,2,179,79.0,3.1176,3.4,0.91694117647,0.42424242424242425,41,1889,95,23575,20
4111,11,0,16,49,12,4,1,0,119,38.0,12.12,2.7,4.488888888899999,0.38461538461538464,3,1183,78,21349,17
4119,0,0,50,0,94,17,0,0,107,49.0,5.1,0.9,5.6666666667,0.25,80,740,42,17621,31
4121,0,0,0,0,0,0,0,0,131,49.0,5.160900000000001,1.0,5.1609,0.2962962962962963,34,894,73,22055,22
4123,3,0,24,20,21,13,3,2,179,37.0,2.04,4.0,0.51,0.696969696969697,19,625,18,10384,25
4124,0,0,0,0,0,0,0,0,179,82.0,4.36,4.3,1.0139534883999999,0.38235294117647056,28,467,10,10412,38
4147,4,3,57,71,23,22,1,9,179,74.0,2.77,3.1,0.8935483871000001,0.42857142857142855,21,903,72,12750,25
4160,0,0,31,25,31,6,7,1,119,49.0,7.8,0.8,9.75,0.16666666666666666,24,651,28,13124,31
4163,0,0,20,34,17,4,2,1,107,49.0,3.79,1.9,1.9947368421,0.25,6,1326,97,21467,17
4168,3,0,27,25,46,12,3,1,179,57.0,5.96,2.0,2.98,0.2727272727272727,31,339,3,9029,27
4179,17,0,0,0,0,0,0,0,131,7.0,1.45,0.7,2.0714285714000003,0.13636363636363635,13,1573,97,33009,0
4186,10,1,38,59,18,6,7,4,131,37.0,6.28,4.0,1.5699999999999998,0.56,10,1682,99,26609,13
4187,0,0,43,13,57,9,0,2,167,82.0,5.39,3.4,1.5852941176,0.42424242424242425,34,999,85,14143,41
4190,11,0,37,24,35,7,3,2,131,78.0,5.65,0.8,7.0625,0.16129032258064516,24,687,25,13534,31
4194,0,1,31,28,38,8,3,1,179,73.0,10.0,0.9,11.111111111,0.1891891891891892,23,605,25,17219,34
4196,0,0,26,14,48,14,1,1,131,76.0,3.79,1.7,2.2294117646999996,0.2608695652173913,20,666,33,14558,30
4199,0,0,14,34,37,14,5,6,119,49.0,9.83,1.4,7.0214285713999995,0.15,27,3003,98,18335,16
4200,0,0,0,0,0,0,0,0,119,53.0,15.05,2.4,6.2708333333,0.4090909090909091,13,1000,75,12180,29
4201,1,0,0,0,0,0,0,0,131,65.0,12.3578,3.8,3.2520526316000002,0.5384615384615384,19,427,5,8894,29
4205,10,0,38,58,42,8,0,3,155,73.0,6.2,1.1,5.6363636364,0.15625,19,1760,94,26071,27
4208,0,0,15,76,11,0,0,5,131,49.0,3.37,0.6,5.6166666667000005,0.09090909090909091,2,0,0,37726,10
4224,10,0,27,36,38,7,5,2,179,83.0,3.0,3.8,0.7894736842100001,0.6,31,662,28,14445,42
4225,5,0,0,0,0,0,0,0,179,6.0,1.83,2.6,0.70384615385,0.35714285714285715,16,1156,87,15748,31
4238,3,2,42,40,16,8,7,4,179,73.0,3.04,4.0,0.76,0.4482758620689655,6,416,2,8783,32
4249,0,0,61,8,86,7,3,2,143,69.0,2.93,1.7,1.7235294118,0.24,71,644,21,14929,40
4250,2,0,37,25,29,10,0,2,143,47.0,3.43,1.2,2.8583333333,0.23333333333333334,29,411,8,12603,39
4251,1,0,18,35,45,9,5,1,167,49.0,1.21,3.8,0.31842105263,0.6129032258064516,10,1110,94,23684,16
4256,0,0,34,14,55,6,0,1,179,77.0,3.53,2.6,1.3576923077,0.2857142857142857,20,1635,97,20787,26
4261,0,0,24,15,51,6,3,11,179,49.0,3.84,2.1,1.8285714285999997,0.3103448275862069,56,593,17,11977,25
4264,2,5,20,36,11,4,3,4,179,49.0,4.78,5.6,0.8535714285700001,0.65625,2,1769,98,20485,17
4269,0,1,42,11,57,3,3,4,179,77.0,3.05,4.7,0.64893617021,0.4411764705882353,30,3346,99,35356,15
4278,2,0,23,25,15,4,5,0,179,78.0,2.38,3.2,0.74375,0.4722222222222222,15,4671,98,32982,7
4281,0,0,58,14,55,39,0,10,131,17.0,2.2,1.6,1.375,0.08108108108108109,39,543,10,10589,42
4291,0,1,41,44,32,6,13,8,179,79.0,2.07,3.9,0.53076923077,0.40625,18,1071,92,13171,30
4294,12,0,58,18,44,4,6,0,155,35.0,2.83,3.2,0.884375,0.34375,35,734,42,14820,40
4300,0,0,0,0,0,0,0,0,155,68.0,6.49,6.1,1.0639344262,0.6538461538461539,31,970,44,15011,30
4302,0,0,0,0,0,0,0,0,155,49.0,4.27,7.5,0.56933333333,0.7666666666666667,35,1232,96,26389,31
4305,0,0,37,18,52,9,1,1,179,81.0,4.93,3.1,1.5903225805999999,0.2647058823529412,18,3096,99,25314,16
4314,2,0,32,28,41,27,11,7,179,74.0,1.58,2.9,0.54482758621,0.5294117647058824,16,712,33,11401,28
4320,0,0,35,33,40,6,8,3,83,17.0,0.66,0.6,1.1,0.2857142857142857,34,814,48,16613,29
4332,15,0,46,15,59,9,0,1,179,77.0,3.06,3.3,0.9272727272699999,0.42424242424242425,40,517,6,13669,39
4335,2,0,36,26,22,14,1,0,167,49.0,5.84,3.5,1.6685714286,0.5151515151515151,30,356,4,9367,49
4338,10,0,42,28,24,5,9,3,167,6.0,1.6,3.9,0.41025641026,0.6129032258064516,25,266,1,7876,51
4339,0,0,27,42,21,8,2,2,179,84.0,5.51,3.3,1.6696969697,0.5357142857142857,26,912,63,13403,33
4340,0,0,20,45,32,4,4,1,179,84.0,3.98,2.2,1.8090909091,0.10526315789473684,19,616,25,10617,31
4347,0,0,37,11,56,9,0,3,179,79.0,6.82,5.5,1.24,0.7575757575757576,38,1823,88,11355,34
4358,0,0,43,32,30,11,4,3,155,56.0,2.49,3.4,0.7323529411799999,0.36666666666666664,18,4029,99,33704,7
4360,0,0,36,27,36,9,9,0,131,56.0,1.33,0.5,2.66,0.125,11,594,18,11148,29
4363,7,0,28,27,35,10,8,4,83,49.0,0.99,0.9,1.1,0.7142857142857143,26,529,21,11534,29
4365,3,0,35,27,40,10,6,0,179,64.0,3.1,3.8,0.81578947368,0.6176470588235294,22,495,8,10583,46
4369,4,2,52,27,36,13,3,0,179,49.0,6.45,3.6,1.7916666667,0.46875,34,196,0,7899,32
4400,0,0,40,14,20,7,7,3,155,49.0,2.75,1.1,2.5,0.13333333333333333,26,3330,99,44050,9
4405,0,0,33,18,35,3,2,0,179,77.0,2.68,3.4,0.7882352941199999,0.375,25,5487,99,34027,12
4406,9,0,44,19,58,4,2,0,167,86.0,2.94,2.3,1.2782608696,0.3793103448275862,48,4597,99,40197,31
4410,9,0,44,22,46,8,1,2,179,83.0,4.07,3.8,1.0710526316000002,0.37142857142857144,36,827,56,19748,38
4415,0,0,33,33,18,10,2,4,155,56.0,2.56,2.9,0.8827586206900001,0.36363636363636365,18,718,41,11543,40
4416,25,0,33,33,43,8,2,1,119,73.0,2.73,1.4,1.95,0.35294117647058826,15,935,63,17013,35
4417,2,0,0,0,0,0,0,0,119,74.0,2.335,3.1,0.75322580645,0.48,59,762,55,14336,41
4440,0,0,33,53,15,4,0,0,179,68.0,6.26,3.2,1.95625,0.3870967741935484,28,445,5,8915,38
4442,3,0,36,63,3,5,1,2,119,82.0,5.0,1.1,4.5454545455,0.08333333333333333,25,712,37,16054,38
4449,8,0,27,23,37,10,4,1,179,83.0,3.22,2.6,1.2384615385,0.29411764705882354,30,600,22,15077,32
4452,0,0,0,0,0,0,0,0,131,49.0,2.83,2.0,1.415,0.2,23,505,8,10200,39
4458,0,1,37,26,48,10,15,2,155,64.0,3.1,2.1,1.4761904762,0.3793103448275862,21,801,57,16651,22
4469,0,0,16,11,48,14,4,4,155,49.0,3.01,2.4,1.2541666667000002,0.56,24,4774,99,25636,11
4474,0,0,27,30,24,6,5,1,179,49.0,2.96,4.4,0.67272727273,0.6060606060606061,22,649,29,14117,32
4480,0,0,22,46,21,1,5,1,131,49.0,2.66,1.8,1.4777777777999999,0.3076923076923077,13,2373,95,16286,32
4481,0,0,28,26,26,5,0,1,179,46.0,2.78,2.8,0.9928571428599999,0.42424242424242425,11,685,20,11224,36
4482,0,0,0,0,0,0,0,0,179,6.0,5.28,3.2,1.65,0.38235294117647056,73,787,55,13484,36
4484,0,0,26,15,56,10,6,0,119,49.0,2.69,1.9,1.4157894737,0.19047619047619047,43,2159,97,9657,20
4496,0,0,34,36,35,4,0,5,155,71.0,2.71,2.7,1.0037037037,0.28125,19,471,2,10733,36
4510,0,0,39,29,26,4,2,5,143,48.0,6.45,2.3,2.8043478261,0.41379310344827586,13,2993,99,27385,23
4514,0,0,52,10,67,4,5,0,179,49.0,3.41,1.4,2.4357142857,0.17142857142857143,49,1271,98,36904,18
4519,0,0,43,13,43,7,9,0,179,76.0,2.11,3.1,0.68064516129,0.5,39,423,3,12144,22
4521,0,0,34,23,43,6,3,8,179,71.0,2.99,1.8,1.6611111110999999,0.29411764705882354,23,346,3,8625,35
4527,8,0,33,29,39,5,13,1,143,85.0,3.76,3.3,1.1393939394,0.44,30,379,7,10693,43
4530,2,0,43,24,45,17,17,2,179,72.0,4.71,4.4,1.0704545455,0.4411764705882353,28,1857,97,19161,21
4535,25,0,69,0,64,24,7,0,179,17.0,2.501,3.2,0.7815624999999999,0.4583333333333333,36,766,58,7219,19
4542,2,3,28,27,37,13,18,2,179,50.0,2.31,3.0,0.77,0.45714285714285713,26,567,9,11551,28
4554,0,0,0,0,0,0,0,0,179,82.0,5.09,4.8,1.0604166667000001,0.5882352941176471,0,0,0,0,0
4558,0,0,32,27,38,11,7,3,167,49.0,3.92,3.3,1.1878787879000001,0.35294117647058826,30,521,18,9934,37
4563,9,0,29,36,27,7,4,3,179,79.0,12.38,3.7,3.3459459459,0.34210526315789475,15,1195,84,16312,31
4564,0,0,44,25,37,9,5,3,167,86.0,4.56,3.8,1.2,0.47058823529411764,31,568,22,11722,29
4567,0,8,15,0,25,0,5,6,179,49.0,6.57,3.1,2.1193548387,0.3684210526315789,15,397,3,10442,34
4568,0,0,28,26,36,7,8,2,167,84.0,2.38,4.0,0.595,0.4594594594594595,26,543,20,9192,35
4570,13,0,34,44,20,10,2,2,155,50.0,3.57,2.1,1.7,0.25,9,727,37,14001,35
4571,11,0,0,0,0,0,0,0,155,83.0,1.88,3.5,0.53714285714,0.5333333333333333,13,3072,99,18309,11
4574,0,0,15,53,29,3,30,0,167,83.0,2.09,3.7,0.56486486486,0.53125,5,639,27,4673,10
4583,0,0,32,13,36,9,8,5,179,81.0,3.98,2.0,1.9899999999999998,0.3142857142857143,29,775,37,13619,31
4590,8,0,31,44,37,12,6,11,179,84.0,2.85,2.1,1.3571428571,0.36363636363636365,25,607,28,11086,23
4592,19,0,45,33,68,2,8,2,179,78.0,3.77,1.4,2.6928571429000003,0.06666666666666667,48,1393,97,22882,21
4602,6,0,39,18,57,10,3,5,179,17.0,5.05,4.6,1.097826087,0.6296296296296297,46,606,22,9567,37
4605,0,0,51,19,48,3,4,0,131,82.0,3.55,0.9,3.9444444443999997,0.07142857142857142,27,2548,97,25595,41
4606,0,0,18,0,36,2,1,2,155,71.0,2.97,1.2,2.475,0.07142857142857142,25,1040,88,12829,24
4609,0,0,27,8,42,4,3,0,179,75.0,3.23,2.4,1.3458333332999999,0.34375,27,5591,99,40064,16
4615,0,2,30,19,33,3,18,5,107,73.0,4.81,4.5,1.0688888889,0.5517241379310345,19,427,5,8894,29
4617,10,0,39,32,40,7,2,1,119,48.0,5.87,3.5,1.6771428570999998,0.391304347826087,19,811,46,12466,38
4626,0,0,0,0,0,0,0,0,143,83.0,2.7314999999999996,2.4,1.138125,0.35714285714285715,23,2036,98,15411,22
4629,20,4,50,49,16,5,0,0,179,74.0,2.415,3.4,0.71029411765,0.5,15,1547,99,21916,16
4635,0,0,67,0,95,0,0,0,179,17.0,2.7,1.9,1.4210526315999998,0.24242424242424243,83,1853,78,12704,41
4636,0,0,0,0,0,0,0,0,179,49.0,3.76,1.9,1.9789473684,0.3103448275862069,58,2731,92,27542,22
4649,9,0,20,20,28,0,0,0,155,49.0,3.27,2.8,1.1678571429000002,0.5357142857142857,32,475,4,8435,22
4660,0,0,32,45,33,4,9,2,179,49.0,3.03,2.3,1.3173913042999998,0.3793103448275862,42,342,4,13190,31
4662,0,2,29,38,19,4,3,1,179,49.0,3.86,4.4,0.8772727272699999,0.5142857142857142,17,426,25,13045,29
4663,0,0,6,22,44,4,1,2,155,49.0,5.52,3.8,1.4526315789000002,0.36666666666666664,8,2228,99,10217,18
4667,0,0,24,23,23,6,2,1,179,75.0,4.01,4.9,0.81836734694,0.7272727272727273,21,550,7,10831,33
4668,10,0,22,27,20,8,4,6,179,51.0,3.41,2.1,1.6238095237999999,0.35135135135135137,14,3733,99,27116,28
4670,3,0,39,18,39,9,6,2,143,17.0,1.98,1.3,1.5230769230999999,0.2962962962962963,28,568,18,10833,45
4680,0,0,26,22,31,13,11,2,179,26.0,3.23,2.4,1.3458333332999999,0.29411764705882354,20,1043,78,16890,16
4682,0,0,29,28,17,2,1,3,179,49.0,3.17,4.1,0.7731707317100001,0.5,20,651,25,15711,35
4695,0,0,29,28,28,6,6,5,179,49.0,3.4,2.3,1.4782608696,0.38235294117647056,23,609,26,11953,33
4701,28,0,27,27,55,3,3,3,179,55.0,3.92,3.0,1.3066666667,0.30303030303030304,31,2001,96,16326,24
4704,0,0,28,24,32,8,5,1,179,86.0,2.89,3.3,0.87575757576,0.4,21,1642,93,17977,18
4712,17,0,21,38,25,9,2,3,179,80.0,1.16,3.4,0.34117647059,0.625,26,3160,97,27357,10
4717,0,0,35,38,32,6,3,1,155,65.0,7.26,4.7,1.5446808510999999,0.53125,22,440,4,8320,44
4724,0,0,40,35,22,2,3,6,119,7.0,1.84,0.8,2.3,0.16666666666666666,7,1331,97,19296,35
4725,5,0,0,0,0,0,0,0,179,68.0,6.62,5.1,1.2980392157,0.631578947368421,33,311,5,10510,39
4726,0,0,36,32,36,12,3,0,179,17.0,3.44,3.2,1.075,0.3902439024390244,30,1040,72,25417,22
4727,0,0,26,9,52,4,2,3,179,86.0,2.71,3.1,0.8741935483899999,0.20689655172413793,9,1928,98,19480,15
4729,0,0,0,0,0,0,0,0,119,79.0,4.29,3.1,1.3838709677,0.5416666666666666,16,2882,99,16626,29
4735,0,3,28,39,21,7,7,3,123,49.0,0.75,0.2,3.75,0.16666666666666666,10,777,56,16750,25
4739,1,0,39,42,15,3,2,1,167,83.0,3.14,3.0,1.0466666667,0.5454545454545454,19,3816,99,17974,17
4741,2,0,24,16,45,13,7,0,167,79.0,3.49,1.3,2.6846153846,0.15625,21,689,38,12129,34
4743,9,0,39,24,40,9,5,3,119,49.0,2.66,1.1,2.4181818182,0.2608695652173913,30,426,8,10816,39
4750,0,0,0,0,0,0,0,0,179,49.0,3.04,2.2,1.3818181818,0.3055555555555556,12,1431,96,16703,25
4751,16,5,31,54,19,5,8,8,179,49.0,1.95,6.0,0.325,0.7575757575757576,5,1222,89,20675,22
4754,0,1,40,26,56,11,5,9,83,80.0,4.4,1.5,2.9333333333000002,0.2222222222222222,37,615,21,17786,32
4755,22,0,48,6,63,14,12,0,179,82.0,5.27,2.8,1.8821428570999998,0.3548387096774194,40,846,47,19902,20
4763,0,0,36,32,23,9,4,2,143,77.0,3.56,2.2,1.6181818182,0.25925925925925924,12,4066,99,30620,15
4778,6,0,32,21,36,9,3,3,179,60.0,2.98,2.5,1.192,0.4444444444444444,29,362,3,9551,47
4779,0,0,31,11,52,0,4,5,179,82.0,1.32,3.6,0.36666666667,0.5454545454545454,37,277,4,5800,26
4786,0,1,35,22,48,7,1,1,83,55.0,2.0,0.2,10.0,0.14285714285714285,32,3827,98,25802,28
4787,0,0,36,43,26,0,0,0,107,84.0,4.6,0.7,6.5714285714,0.13636363636363635,36,540,9,17154,32
4810,20,0,37,30,48,11,7,3,179,75.0,2.75,2.7,1.0185185185,0.48148148148148145,22,3296,99,21177,23
4813,1,0,23,22,40,3,3,2,179,26.0,3.28,3.0,1.0933333333,0.5294117647058824,18,1556,96,27117,16
4814,0,0,38,7,68,5,5,1,179,76.0,3.168,3.4,0.93176470588,0.45454545454545453,60,421,5,9019,37
4829,0,1,49,22,59,13,4,3,179,49.0,1.62,2.9,0.5586206896599999,0.45161290322580644,46,1310,97,13884,23
4834,0,0,0,0,0,0,0,0,179,47.0,5.28,6.9,0.7652173912999999,0.6363636363636364,14,1832,99,14082,25
4846,3,0,33,53,11,3,1,1,143,73.0,10.54,2.3,4.5826086957,0.38461538461538464,3,2352,99,40387,7
4864,18,1,25,16,53,9,20,0,155,80.0,4.4,0.7,6.2857142857,0.07407407407407407,24,847,59,18457,16
4867,13,0,25,54,23,6,16,1,179,16.0,3.46,3.7,0.93513513514,0.48484848484848486,10,1690,89,24425,11
4872,26,0,0,0,0,0,0,0,59,47.0,3.55,1.9,1.8684210525999998,0.0,5,1031,91,18191,22
4885,10,0,39,20,53,4,4,5,119,60.0,3.7,1.4,2.6428571429,0.32,22,543,13,11982,37
4907,0,3,25,60,21,7,15,2,179,49.0,6.01,4.4,1.3659090909000002,0.6666666666666666,26,557,6,12885,14
4918,13,0,42,31,46,11,2,3,155,85.0,3.34,3.8,0.8789473684199999,0.5666666666666667,34,3963,99,29794,23
4929,0,0,29,17,42,4,5,1,143,49.0,2.67,1.9,1.4052631579000001,0.38461538461538464,28,469,9,15973,29
4932,0,0,0,0,0,0,0,0,143,85.0,1.035,3.5,0.29571428571,0.6153846153846154,20,928,60,18227,22
4942,21,8,53,54,14,6,5,32,167,49.0,2.65,3.1,0.8548387096799999,0.53125,9,1117,85,16851,25
4946,20,0,33,27,24,10,2,0,179,47.0,6.42,3.1,2.0709677419,0.2727272727272727,30,391,7,13831,37
4956,13,0,0,0,0,0,0,0,179,87.0,2.67,3.2,0.834375,0.625,12,941,76,17749,34
4959,0,0,37,30,35,5,9,3,179,49.0,2.64,2.5,1.056,0.46875,27,332,2,10363,52
4965,1,0,0,0,0,0,0,0,179,71.0,2.0,3.1,0.6451612903200001,0.36666666666666664,29,517,8,12613,39
4969,11,0,26,18,43,15,4,5,179,27.0,4.3,3.0,1.4333333332999998,0.4857142857142857,32,3177,99,22269,19
5002,0,0,39,27,46,11,4,2,155,49.0,3.57,2.0,1.7850000000000001,0.3,21,1668,99,28288,12
5009,0,0,29,23,40,9,7,3,155,75.0,3.85,4.8,0.80208333333,0.6129032258064516,22,534,14,10855,35
5014,0,0,20,25,37,6,11,9,143,49.0,3.49,6.7,0.5208955223899999,0.7586206896551724,24,343,2,6941,36
5037,1,0,33,0,64,5,3,0,119,76.0,3.0,1.0,3.0,0.19047619047619047,35,2004,98,22921,17
5038,0,0,51,24,54,4,3,0,155,43.0,5.88,1.9,3.0947368421,0.26666666666666666,47,723,34,9178,33
5040,11,0,11,0,50,0,0,0,155,17.0,3.59,2.4,1.4958333332999998,0.3870967741935484,19,2295,98,38486,47
5047,0,0,28,40,23,8,3,4,179,45.0,2.14,3.1,0.69032258065,0.38235294117647056,9,2992,98,20786,20
5064,0,0,25,12,13,6,11,2,179,49.0,3.58,2.3,1.5565217391,0.2916666666666667,34,839,86,11772,30
5071,0,2,38,48,24,8,5,6,119,74.0,2.75,2.3,1.1956521739000001,0.5,2,828,18,12239,20
5074,2,2,40,38,36,7,10,8,179,80.0,3.89,1.7,2.2882352941,0.25806451612903225,26,1137,90,12998,32
5082,17,0,63,21,52,5,0,0,179,7.0,1.74,2.1,0.8285714285700001,0.36363636363636365,26,1468,97,34552,22
5090,2,1,30,24,31,5,7,3,143,78.0,2.69,1.6,1.68125,0.2727272727272727,10,1195,85,14399,25
5115,0,0,0,0,0,0,0,0,143,77.0,4.29,3.8,1.1289473684,0.5666666666666667,15,2809,99,21390,20
5116,0,0,28,33,24,5,1,2,143,82.0,2.48,3.9,0.6358974358999998,0.5,17,1068,81,16420,36
5139,0,0,37,5,51,13,1,4,155,49.0,5.27,8.5,0.62,0.43902439024390244,33,2320,99,18680,32
